Indicator,Values,State,LGA,Months,Year
Men A given,743,Adamawa,Mubi North,Dec,2020
Men A given,1149,Niger,Lapai,Nov,2020
Men A given,1948,Kaduna,Lere,Dec,2020
Men A given,1145,Kaduna,Zangon Kataf,Oct,2020
Men A given,518,Anambra,Orumba South,Sep,2020
Men A given,89,Osun,Atakumosa East,Dec,2020
Men A given,477,Oyo,Lagelu,Nov,2020
Men A given,766,Kwara,Edu,Sep,2020
Men A given,320,Imo,Isu,Sep,2020
Men A given,131,Edo,Ovia South-West,Dec,2020
Men A given,161,Osun,Atakumosa East,Sep,2020
Men A given,616,Kano,Dawakin Kudu,Nov,2020
Men A given,1036,Kwara,Moro,Dec,2020
Men A given,60,Kwara,Kaiama,Aug,2020
Men A given,478,Kwara,Kaiama,Nov,2020
Men A given,569,Imo,Owerri North,Sep,2020
Men A given,472,Oyo,Oyo East,Nov,2020
Men A given,1384,Gombe,Yamaltu/Deba,Oct,2020
Men A given,315,Kwara,Moro,Sep,2020
Men A given,641,Kaduna,Kudan,Oct,2020
Men A given,559,Imo,Ehime-Mbano,Sep,2020
Men A given,262,Bauchi,Ganjuwa,Sep,2020
Men A given,596,Borno,Nganzai,Dec,2020
Men A given,523,Imo,Ohaji/Egbema,Dec,2020
Men A given,966,Niger,Magama,Nov,2020
Men A given,588,Katsina,Charanchi,Dec,2020
Men A given,434,Imo,Ngor-Okpala,Nov,2020
Men A given,18,Oyo,Orelope,Oct,2020
Men A given,854,Kwara,Edu,Dec,2020
Men A given,502,Borno,Mafa,Nov,2020
Men A given,342,Delta,Sapele,Dec,2020
Men A given,217,Kano,Bebeji,Oct,2020
Men A given,24,Kaduna,Zangon Kataf,Jul,2020
Men A given,607,Anambra,Orumba South,Dec,2020
Men A given,2572,Kaduna,Soba,Oct,2020
Men A given,504,Bauchi,Zaki,Oct,2020
Men A given,1048,Taraba,Gassol,Dec,2020
Men A given,616,Imo,Owerri North,Dec,2020
Men A given,381,Imo,Oru West,Oct,2020
Men A given,349,Adamawa,Mayo-Belwa,Aug,2020
Men A given,614,Kano,Wudil,Sep,2020
Men A given,1389,Borno,Biu,Dec,2020
Men A given,25,Niger,Suleja,Aug,2020
Men A given,368,Nasarawa,Wamba,Dec,2020
Men A given,673,Imo,Ehime-Mbano,Dec,2020
Men A given,884,Jigawa,Taura,Dec,2020
Men A given,311,Yobe,Yunusari,Oct,2020
Men A given,767,Yobe,Busari,Oct,2020
Men A given,679,Kwara,Ifelodun,Aug,2020
Men A given,185,Kwara,Ilorin South,Jul,2020
Men A given,456,Jigawa,Babura,Sep,2020
Men A given,182,Niger,Gbako,Oct,2020
Men A given,854,Gombe,Nafada,Dec,2020
Men A given,1030,Oyo,Ibadan South West,Aug,2020
Men A given,577,Kano,Rano,Oct,2020
Men A given,880,Bauchi,Darazo,Dec,2020
Men A given,345,Oyo,Oyo West,Aug,2020
Men A given,1199,Kano,Tudun Wada,Nov,2020
Men A given,1846,Kano,Ungogo,Dec,2020
Men A given,656,Adamawa,Ganye,Sep,2020
Men A given,382,Osun,Olorunda,Sep,2020
Men A given,347,Kaduna,Kaduna North,Oct,2020
Men A given,447,Oyo,Ibadan North,Nov,2020
Men A given,471,Adamawa,Demsa,Nov,2020
Men A given,643,Yobe,Karasuwa,Oct,2020
Men A given,370,Delta,Sapele,Sep,2020
Men A given,155,Osun,Ilesa East,Nov,2020
Men A given,403,Imo,Ideato North,Sep,2020
Men A given,232,Osun,Oriade,Jul,2020
Men A given,1497,Oyo,Ibadan South West,Nov,2020
Men A given,689,Federal Capital Territory,Kwali,Dec,2020
Men A given,750,Oyo,Irepo,Oct,2020
Men A given,347,Jigawa,Hadejia,Oct,2020
Men A given,1290,Anambra,Aguata,Dec,2020
Men A given,472,Delta,Burutu,Aug,2020
Men A given,423,Borno,Dikwa,Dec,2020
Men A given,202,Osun,Ayedire,Jul,2020
Men A given,185,Osun,Ilesa East,Aug,2020
Men A given,394,Adamawa,Girei,Oct,2020
Men A given,566,Jigawa,Birniwa,Oct,2020
Men A given,1085,Yobe,Jakusko,Oct,2020
Men A given,286,Imo,Ideato South,Dec,2020
Men A given,1066,Jigawa,Kiri Kasamma,Dec,2020
Men A given,832,Oyo,Saki West,Sep,2020
Men A given,660,Delta,Ika South,Aug,2020
Men A given,698,Adamawa,Mayo-Belwa,Nov,2020
Men A given,149,Oyo,Oyo East,Aug,2020
Men A given,920,Oyo,Oyo West,Nov,2020
Men A given,891,Adamawa,Ganye,Dec,2020
Men A given,438,Yobe,Machina,Sep,2020
Men A given,401,Borno,Chibok,Oct,2020
Men A given,417,Yobe,Gulani,Sep,2020
Men A given,105,Osun,Ede South,Oct,2020
Men A given,306,Yobe,Geidam,Aug,2020
Men A given,254,Bauchi,Misau,Nov,2020
Men A given,498,Jigawa,Auyo,Sep,2020
Men A given,437,Oyo,Lagelu,Aug,2020
Men A given,1092,Gombe,Kwami,Nov,2020
Men A given,238,Osun,Oriade,Oct,2020
Men A given,1103,Kwara,Ilorin South,Oct,2020
Men A given,256,Osun,Ifelodun,Aug,2020
Men A given,519,Adamawa,Mubi North,Sep,2020
Men A given,679,Imo,Oguta,Nov,2020
Men A given,536,Oyo,Ibadan North,Aug,2020
Men A given,713,Jigawa,Taura,Sep,2020
Men A given,1700,Bauchi,Ganjuwa,Dec,2020
Men A given,323,Osun,Ife Central,Jul,2020
Men A given,520,Jigawa,Auyo,Dec,2020
Men A given,625,Yobe,Gulani,Dec,2020
Men A given,999,Kano,Kiru,Nov,2020
Men A given,359,Oyo,Ibarapa East,Sep,2020
Men A given,128,Imo,Ideato South,Sep,2020
Men A given,476,Delta,Aniocha South,Oct,2020
Men A given,711,Kano,Ungogo,Sep,2020
Men A given,835,Kano,Wudil,Dec,2020
Men A given,622,Katsina,Malumfashi,Nov,2020
Men A given,5,Gombe,Akko,Oct,2020
Men A given,1266,Kaduna,Ikara,Aug,2020
Men A given,467,Delta,Burutu,Nov,2020
Men A given,372,Imo,Isu,Dec,2020
Men A given,585,Jigawa,Gagarawa,Dec,2020
Men A given,95,Borno,Damboa,Dec,2020
Men A given,461,Jigawa,Gagarawa,Oct,2020
Men A given,724,Katsina,Dutsi,Oct,2020
Men A given,682,Anambra,Nnewi North,Dec,2020
Men A given,102,Delta,Ndokwa East,Nov,2020
Men A given,458,Imo,Ahiazu-Mbaise,Oct,2020
Men A given,531,Imo,Ahiazu-Mbaise,Dec,2020
Men A given,110,Plateau,Mikang,Dec,2020
Men A given,278,Anambra,Nnewi North,Oct,2020
Men A given,484,Adamawa,Mubi South,Dec,2020
Men A given,302,Yobe,Machina,Dec,2020
Men A given,194,Delta,Ndokwa East,Aug,2020
Men A given,237,Kano,Warawa,Aug,2020
Men A given,166,Adamawa,Mubi South,Oct,2020
Men A given,172,Oyo,Ogo Oluwa,Nov,2020
Men A given,14,Edo,Esan Central,Nov,2020
Men A given,3249,Federal Capital Territory,Gwagwalada,Nov,2020
Men A given,866,Bauchi,Gamawa,Dec,2020
Men A given,1248,Anambra,Aguata,Sep,2020
Men A given,420,Osun,Boripe,Aug,2020
Men A given,556,Anambra,Ayamelum,Oct,2020
Men A given,1542,Kaduna,Zaria,Nov,2020
Men A given,707,Anambra,Anambra East,Nov,2020
Men A given,873,Kano,Sumaila,Sep,2020
Men A given,1754,Kano,Dala,Dec,2020
Men A given,648,Bauchi,Shira,Sep,2020
Men A given,256,Nasarawa,Toto,Nov,2020
Men A given,663,Katsina,Mai'Adua,Nov,2020
Men A given,203,Osun,Olorunda,Dec,2020
Men A given,350,Kano,Warawa,Nov,2020
Men A given,461,Osun,Boripe,Nov,2020
Men A given,627,Yobe,Geidam,Nov,2020
Men A given,26,Kaduna,Makarfi,Jul,2020
Men A given,88,Osun,Boluwaduro,Oct,2020
Men A given,904,Yobe,Fika,Nov,2020
Men A given,89,Osun,Boluwaduro,Dec,2020
Men A given,38,Bauchi,Kirfi,Oct,2020
Men A given,649,Katsina,Sabuwa,Dec,2020
Men A given,965,Adamawa,Hong,Aug,2020
Men A given,512,Taraba,Wukari,Nov,2020
Men A given,401,Borno,Bama,Nov,2020
Men A given,541,Bauchi,Jama'are,Dec,2020
Men A given,84,Oyo,Ibarapa Central,Oct,2020
Men A given,239,Bauchi,Jama'are,Oct,2020
Men A given,323,Oyo,Surulere,Sep,2020
Men A given,86,Oyo,Ibarapa Central,Dec,2020
Men A given,1004,Jigawa,Dutse,Oct,2020
Men A given,774,Kaduna,Kagarko,Dec,2020
Men A given,855,Oyo,Oluyole,Dec,2020
Men A given,353,Osun,Ife Central,Oct,2020
Men A given,397,Osun,Ife Central,Dec,2020
Men A given,1037,Gombe,Gombe,Nov,2020
Men A given,470,Jigawa,Gagarawa,Sep,2020
Men A given,58,Oyo,Olorunsogo,Jul,2020
Men A given,742,Kano,Fagge,Nov,2020
Men A given,321,Oyo,Atiba,Nov,2020
Men A given,270,Niger,Kontagora,Oct,2020
Men A given,525,Taraba,Donga,Nov,2020
Men A given,988,Jigawa,Ringim,Nov,2020
Men A given,571,Kano,Tsanyawa,Nov,2020
Men A given,198,Bauchi,Darazo,Oct,2020
Men A given,249,Anambra,Awka North,Nov,2020
Men A given,425,Jigawa,Guri,Nov,2020
Men A given,1125,Kaduna,Makarfi,Dec,2020
Men A given,788,Kaduna,Kagarko,Sep,2020
Men A given,1335,Borno,Jere,Dec,2020
Men A given,1087,Kano,Takai,Sep,2020
Men A given,34,Kano,Dala,Sep,2020
Men A given,553,Oyo,Ori Ire,Sep,2020
Men A given,743,Nasarawa,Karu,Sep,2020
Men A given,701,Katsina,Danja,Dec,2020
Men A given,39,Borno,Hawul,Sep,2020
Men A given,412,Jigawa,Babura,Oct,2020
Men A given,431,Anambra,Ogbaru,Nov,2020
Men A given,366,Delta,Warri South,Aug,2020
Men A given,668,Kwara,Asa,Oct,2020
Men A given,741,Yobe,Busari,Dec,2020
Men A given,235,Bauchi,Tafawa-Balewa,Oct,2020
Men A given,429,Oyo,Oluyole,Sep,2020
Men A given,551,Katsina,Bindawa,Nov,2020
Men A given,828,Imo,Obowo,Oct,2020
