Indicator,Values,State,LGA,Months,Year
029. Penta Vaccine - Doses Opened,30990,Abia,State level data,May,2017
029. Penta Vaccine - Doses Opened,35798,Abia,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,25550,Abia,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,25942,Abia,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,65370,Oyo,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,74299,Oyo,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,83429,Oyo,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,71570,Oyo,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,73644,Oyo,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,71256,Oyo,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,71220,Oyo,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,62768,Oyo,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,81820,Oyo,State level data,May,2017
029. Penta Vaccine - Doses Opened,56182,Niger,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,58583,Niger,State level data,May,2017
029. Penta Vaccine - Doses Opened,54418,Niger,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,60230,Niger,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,50645,Niger,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,46976,Niger,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,75710,Oyo,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,73670,Oyo,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,62227,Oyo,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,49064,Niger,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,51441,Niger,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,68590,Niger,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,51039,Niger,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,46860,Niger,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,62347,Niger,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,1340,Kebbi,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,330,Kebbi,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,35849,Kebbi,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,43357,Kebbi,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,44193,Kebbi,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,30529,Kebbi,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,28332,Kebbi,State level data,May,2017
029. Penta Vaccine - Doses Opened,140,Kebbi,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,410,Kebbi,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,43023,Kebbi,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,37542,Kebbi,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,38836,Kebbi,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,35330,Plateau,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,42119,Plateau,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,37344,Plateau,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,33194,Kwara,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,29880,Kwara,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,33208,Kwara,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,37781,Plateau,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,40872,Plateau,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,39806,Plateau,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,40463,Plateau,State level data,May,2017
029. Penta Vaccine - Doses Opened,40036,Plateau,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,40630,Plateau,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,34500,Kwara,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,43834,Plateau,State level data,Oct,2017
