Indicator,Values,State,LGA,Months,Year
075. Men A Vaccine -  Opening Balance,11380,Federal Capital Territory,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,1020,Katsina,State level data,Dec,2021
075. Men A Vaccine -  Opening Balance,560,Katsina,State level data,Sep,2021
075. Men A Vaccine -  Opening Balance,800,Kaduna,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,130,Nasarawa,State level data,Aug,2021
075. Men A Vaccine -  Opening Balance,80,Kebbi,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,90,Kebbi,State level data,Feb,2021
075. Men A Vaccine -  Opening Balance,970,Adamawa,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,20,Nasarawa,State level data,Apr,2021
075. Men A Vaccine -  Opening Balance,250,Gombe,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,820,Kwara,State level data,Feb,2021
075. Men A Vaccine -  Opening Balance,80,Plateau,State level data,Mar,2021
075. Men A Vaccine -  Opening Balance,850,Kwara,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,490,Ekiti,State level data,Aug,2021
075. Men A Vaccine -  Opening Balance,2164,Enugu,State level data,Aug,2021
075. Men A Vaccine -  Opening Balance,2530,Federal Capital Territory,State level data,Mar,2021
075. Men A Vaccine -  Opening Balance,300,Ekiti,State level data,Apr,2021
075. Men A Vaccine -  Opening Balance,9050,Federal Capital Territory,State level data,Jul,2021
075. Men A Vaccine -  Opening Balance,100,Nasarawa,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,20,Gombe,State level data,Mar,2021
075. Men A Vaccine -  Opening Balance,1570,Kano,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,2050,Sokoto,State level data,Aug,2021
075. Men A Vaccine -  Opening Balance,77,Akwa-Ibom,State level data,Mar,2021
075. Men A Vaccine -  Opening Balance,1770,Ondo,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,10,Abia,State level data,Jan,2021
075. Men A Vaccine -  Opening Balance,1920,Ebonyi,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,310,Abia,State level data,Mar,2021
075. Men A Vaccine -  Opening Balance,2110,Ondo,State level data,Aug,2021
075. Men A Vaccine -  Opening Balance,120,Akwa-Ibom,State level data,May,2021
075. Men A Vaccine -  Opening Balance,1460,Sokoto,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,190,Abia,State level data,Sep,2021
075. Men A Vaccine -  Opening Balance,330,Benue,State level data,Sep,2021
075. Men A Vaccine -  Opening Balance,220,Benue,State level data,Jul,2021
075. Men A Vaccine -  Opening Balance,3240,Kano,State level data,Aug,2021
075. Men A Vaccine -  Opening Balance,230,Jigawa,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,2310,Ondo,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,250,Jigawa,State level data,Aug,2021
075. Men A Vaccine -  Opening Balance,540,Ebonyi,State level data,Feb,2021
075. Men A Vaccine -  Opening Balance,1670,Delta,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,1750,Ebonyi,State level data,Aug,2021
075. Men A Vaccine -  Opening Balance,40,Niger,State level data,Aug,2021
075. Men A Vaccine -  Opening Balance,110,Taraba,State level data,Feb,2021
075. Men A Vaccine -  Opening Balance,6000,Borno,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,60,Taraba,State level data,Aug,2021
075. Men A Vaccine -  Opening Balance,3670,Kaduna,State level data,May,2021
075. Men A Vaccine -  Opening Balance,120,Benue,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,190,Benue,State level data,Dec,2021
075. Men A Vaccine -  Opening Balance,2700,Yobe,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,3090,Yobe,State level data,May,2021
075. Men A Vaccine -  Opening Balance,2670,Kano,State level data,Feb,2021
075. Men A Vaccine -  Opening Balance,2600,Yobe,State level data,Jul,2021
075. Men A Vaccine -  Opening Balance,750,Delta,State level data,Aug,2021
